stool, solid excretory product evacuated from the bowels
podilymbus, a genus of Podicipedidae
procellaria, type genus of the Procellariidae
paganize, make pagan in character; "The Church paganized Christianity"
anticipate, be a forerunner of or occur earlier than; "This composition anticipates Impressionism"
genus ageratum, genus of tropical American herbs grown for their flowers
ky, a state in east central United States; a border state during the American Civil War; famous for breeding race horses
recede, become faint or more distant; "the unhappy memories of her childhood receded as she grew older"
enterprise, a purposeful or industrious undertaking (especially one that requires effort or boldness); "he had doubts about the whole enterprise"
living, the condition of living or the state of being alive; "while there's life there's hope"; "life depends on many chemical and physical processes"
stalinize, transform in accordance with Stalin's policies; "Russia was slowly stalinized after Lenin's death"
chula vista, an industrial city in southern California (south of San Diego) near the Mexican border
patent, make open to sight or notice; "His behavior has patented an embarrassing fact about him"
horseradish root, the root of the horseradish plant; it is grated or ground and used for seasoning
phylloxeridae, plant lice
polarization, the phenomenon in which waves of light or other radiation are restricted in direction of vibration
vaginocele, hernia projecting into the vagina
pleasure ground, a commercially operated park with stalls and shows for amusement
dkg, 10 grams
masculinize, give a masculine appearance or character to; "Fashion designers have masculinized women's looks in the 1990s"
homefolk, the people of your home locality (especially your own family); "he wrote his homefolk every day"
st. ambrose, (Roman Catholic Church) Roman priest who became bishop of Milan; the first Church Father born and raised in the Christian faith; composer of hymns; imposed orthodoxy on the early Christian church and built up its secular power; a saint and Doctor of the Church (340?-397)
matte up, change texture so as to become matted and felt-like; "The fabric felted up after several washes"
gelatinize, become gelatinous or change into a jelly; "the starch gelatinized when it was heated"
neutralization, action intended to keep a country politically neutral or exclude it from a possible war; "the neutralization of Belgium"
scutellaria lateriflora, an American mint that yields a resinous exudate used especially formerly as an antispasmodic
hydrolize, make a compound react with water and undergo hydrolysis
digitize, put into digital form, as for use in a computer; "he bought a device to digitize the data"
greek capital, the capital and largest city of Greece; named after Athena (its patron goddess); "in the 5th century BC ancient Athens was the world's most powerful and civilized city"
run out, exhaust the supply of; "We ran out of time just as the discussion was getting interesting"
shorten, make short or shorter; "shorten the skirt"; "shorten the rope by a few inches"
wild spinach, common weedy European plant introduced into North America; often used as a potherb
victor, a combatant who is able to defeat rivals
ship's galley, the area for food preparation on a ship
excite, raise to a higher energy level; "excite the atoms"
stambul, the largest city and former capital of Turkey; rebuilt on the site of ancient Byzantium by Constantine I in the fourth century; renamed Constantinople by Constantine who made it the capital of the Byzantine Empire; now the seat of the Eastern Orthodox Church
lull, become quiet or less intensive; "the fighting lulled for a moment"
wash out, remove by the application of water or other liquid and soap or some other cleaning agent; "he washed the dirt from his coat"; "The nurse washed away the blood"; "Can you wash away the spots on the windows?"; "he managed to wash out the stains"
make clean, make clean by removing dirt, filth, or unwanted substances from; "Clean the stove!"; "The dentist cleaned my teeth"
hot rod, a car modified to increase its speed and acceleration
numeracy, skill with numbers and mathematics
x-ray tube, a vacuum tube containing a metal target onto which a beam of electrons is directed at high energy for the generation of X rays
mix, combine (electronic signals); "mixing sounds"
wild rosemary, bog shrub of northern and central Europe and eastern Siberia to Korea and Japan
brush, remove with or as if with a brush; "brush away the crumbs"; "brush the dust from the jacket"; "brush aside the objections"
spiny dogfish, small bottom-dwelling dogfishes
calcify, convert into lime; "the salts calcified the rock"
denial, (psychiatry) a defense mechanism that denies painful thoughts
immortalize, make famous forever; "This melody immortalized its composer"
senatorship, the office of senator
decay, undergo decay or decomposition; "The body started to decay and needed to be cremated"
prazosin, antihypertensive drug (trade name Minipress)
parametric statistic, any statistic computed by procedures that assume the data were drawn from a particular distribution
volatilize, make volatile; cause to pass off in a vapor
new england, a region of northeastern United States comprising Maine and New Hampshire and Vermont and Massachusetts and Rhode Island and Connecticut
coral reef, a reef consisting of coral consolidated into limestone
quiddity, an evasion of the point of an argument by raising irrelevant distinctions or objections
raise, invigorate or heighten; "lift my spirits"; "lift his ego"
mass card, (Roman Catholic Church) a card sent to a bereaved family that says the sender has arranged for a Mass to be said in memory of the deceased
mutilate, alter so as to make unrecognizable; "The tourists murdered the French language"
demonize, make into a demon; "Power had demonized him"
novelization, converting something into the form of a novel
tripper, a walker or runner who trips and almost falls
assibilate, change into a sibilant; "In the syllable /si/, the /s/ sibilates in Japanese"
decrescendo, grow quieter; "The music decrescendoes here"
squire, an English country landowner
emanate, proceed or issue forth, as from a source; "Water emanates from this hole in the ground"
plf, a terrorist group formed in 1977 as the result of a split with the Popular Front for the Liberation of Palestine; became a satellite of al-Fatah; made terrorist attacks on Israel across the Lebanese border
evolve, gain through experience; "I acquired a strong aversion to television"; "Children must develop a sense of right and wrong"; "Dave developed leadership qualities in his new position"; "develop a passion for painting"
sarcophilus, Tasmanian devil
mitella pentandra, small plant with leaves in a basal cluster and tiny greenish flowers in slender racemes; northwestern North America to California and Colorado
save, (sports) the act of preventing the opposition from scoring; "the goalie made a brilliant save"; "the relief pitcher got credit for a save"   consisting of or of the nature of frozen or partially frozen rain
rip, criticize or abuse strongly and violently; "The candidate ripped into his opponent mercilessly"
septation, the division or partitioning of a cavity into parts by a septum
haul, draw slowly or heavily; "haul stones"; "haul nets"
megabyte, a unit of information equal to 1000 kilobytes or 10^6 (1,000,000) bytes
trick, a ludicrous or grotesque act done for fun and amusement
stinking nightshade, poisonous fetid Old World herb having sticky hairy leaves and yellow-brown flowers; yields hyoscyamine and scopolamine
midfield, (sports) the middle part of a playing field (as in football or lacrosse)
pussycat, informal terms referring to a domestic cat
grow, grow emotionally or mature; "The child developed beautifully in her new kindergarten"; "When he spent a summer at camp, the boy grew noticeably and no longer showed some of his old adolescent behavior"
dress out, kill and prepare for market or consumption; "dress a turkey"
trail, go after with the intent to catch; "The policeman chased the mugger down the alley"; "the dog chased the rabbit"
church, one of the groups of Christians who have their own beliefs and forms of worship
hornbeam, any of several trees or shrubs of the genus Carpinus
harnessed antelope, any of several antelopes of the genus Tragelaphus having striped markings resembling a harness
extend, expand the influence of; "The King extended his rule to the Eastern part of the continent"
widen, extend in scope or range or area; "The law was extended to all citizens"; "widen the range of applications"; "broaden your horizon"; "Extend your backyard"
macrocheira, giant crabs of Japan
plum tree, any of several trees producing edible oval fruit having a smooth skin and a single hard stone
cutback, a reduction in quantity or rate
monsignor, (Roman Catholic Church) an ecclesiastical title of honor bestowed on some priests
witness, (law) a person who attests to the genuineness of a document or signature by adding their own signature
transmitter, someone who transmits a message; "return to sender"
open up, make available; "This opens up new possibilities"
lead up, set in motion, start an event or prepare the way for; "Hitler's attack on Poland led up to World War II"
reconsider, consider again; give new consideration to; usually with a view to changing; "Won't you reconsider your decision?"
saponify, convert into soap by hydrolizing an ester into an acid and alcohol as a result of treating it with an alkali; "saponify oils and fats"
flower arrangement, a decorative arrangement of flowers
genus agropyron, perennial grasses of temperate and cool regions: wheatgrass; dog grass
mechanical device, mechanism consisting of a device that works on mechanical principles
cowpea, fruit or seed of the cowpea plant
bad person, a person who does harm to others
shoal, make shallow; "The silt shallowed the canal"
virgin islands, a group of islands in northeastern West Indies (east of Puerto Rico) discovered by Christopher Columbus in 1493; owned by United States and Britain
wave, set waves in; "she asked the hairdresser to wave her hair"
pieris, type genus of the Pieridae
filiate, fix the paternity of; "The court filiated the child born out of wedlock"
vein of penis, a vein serving the penis
swoon, pass out from weakness, physical or emotional distress due to a loss of blood supply to the brain
collide, crash together with violent impact; "The cars collided"; "Two meteors clashed"
sentimentalize, look at with sentimentality or turn into an object of sentiment; "Don't sentimentalize the past events"
glamourize, make glamorous and attractive; "This new wallpaper really glamorizes the living room!"
misdirection, incorrect directions or instructions
take away, take away a part from; diminish; "His bad manners detract from his good character"
porzana, spotted crakes
decimalize, change to the decimal system; "The country decimalized the currency in 1975"
pop out, come out suddenly or forcefully; "you stick a bill in the vending machine and the change pops out"
punch, an iced mixed drink usually containing alcohol and prepared for multiple servings; normally served in a punch bowl
issue, come out of; "Water issued from the hole in the wall"; "The words seemed to come out by themselves"
venture, placental mammals having hooves with an odd number of toes on each foot   proceed somewhere despite the risk of possible dangers; "We ventured into the world of high-tech and bought a supercomputer"
recuperate, regain a former condition after a financial loss; "We expect the stocks to recover to $2.90"; "The company managed to recuperate"
transversus abdominis muscle, a flat muscle with transverse fibers that forms the anterior and lateral walls of the abdominal cavity
prumnopitys taxifolia, conifer of Australia and New Zealand
pulicaria, genus of temperate Old World herbs: fleabane
ritualize, make or evolve into a ritual; "The growing up of children has become ritualized in many cultures"
take on, take on a certain form, attribute, or aspect; "His voice took on a sad tone"; "The story took a new turn"; "he adopted an air of superiority"; "She assumed strange manners"; "The gods assume human or animal form in these fables"
ordain, issue an order
acetylize, receive substitution of an acetyl group; "the compounds acetylated"
cannibalize, eat human flesh
westernize, make western in character; "The country was Westernized after it opened up"
invariance, the quality of being resistant to variation
brindisi, a port city in southeastern Apulia in Italy; a center for the Crusades in the Middle Ages
railway car, a wheeled vehicle adapted to the rails of railroad; "three cars had jumped the rails"
tinea, type genus of the Tineidae: clothes moths
working girl, a woman who engages in sexual intercourse for money
seethe, foam as if boiling; "a seething liquid"
sparkle, become bubbly or frothy or foaming; "The boiling soup was frothing"; "The river was foaming"; "Sparkling water"
ferry, transport by ferry
mystify, make mysterious; "mystify the story"
charge, cause formation of a net electrical charge in or on; "charge a conductor"
charge, energize a battery by passing a current through it in the direction opposite to discharge; "I need to charge my car battery"
interdiction, a court order prohibiting a party from doing a certain activity
speculator, someone who risks losses for the possibility of considerable gains
tergiversator, a respondent who avoids giving a clear direct answer
vulcanize, subject to vulcanization; "vulcanized rubber"
pointer, (computer science) indicator consisting of a movable spot of light (an icon) on a visual display; moving it allows the user to point to commands or screen positions
treat, subject to a process or treatment, with the aim of readying for some purpose, improving, or remedying a condition; "process cheese"; "process hair"; "treat the water so it can be drunk"; "treat the lawn with chemicals" ; "treat an oil spill"
destress, reduce the emphasis
ram's-head lady's slipper, orchid of northern North America having a brownish-green flower and red-and-white lip suggestive of a ram's head
musculoskeletal system, the system of muscles and tendons and ligaments and bones and joints and associated tissues that move the body and maintain its form
set off, direct attention to, as if by means of contrast; "This dress accentuates your nice figure!"; "I set off these words by brackets"
play down, understate the importance or quality of; "he played down his royal ancestry"
megabit, a unit of information equal to 1000 kilobits or 10^6 (1,000,000) bits
incapacitate, make unable to perform a certain action; "disable this command on your computer"
lather, form a lather; "The shaving cream lathered"
side arm, a firearm that is held and fired with one hand
pink, a light shade of red
sagittarius, (astrology) a person who is born while the sun is in Sagittarius
mottle, colour with streaks or blotches of different shades
spot, mark with a spot or spots so as to allow easy recognition; "spot the areas that one should clearly identify"
striate, mark with striae or striations
work, perform as expected when applied; "The washing machine won't go unless it's plugged in"; "Does this old car still run well?"; "This old radio doesn't work anymore"
salt, a compound formed by replacing hydrogen in an acid by a metal (or a radical that acts like a metal)
wholesaler, someone who buys large quantities of goods and resells to merchants rather than to the ultimate customers
petrify, change into stone; "the wood petrified with time"
stratify, form layers or strata; "The rock stratifies"
fructify, become productive or fruitful; "The seeds fructified"
hard drug, a narcotic that is considered relatively strong and likely to cause addiction
wank, get sexual gratification through self-stimulation
wire, equip for use with electricity; "electrify an appliance"
provoker, someone who deliberately foments trouble; "she was the instigator of their quarrel"
clarify, make clear by removing impurities or solids, as by heating; "clarify the butter"; "clarify beer"
conform, adapt or conform oneself to new or different conditions; "We must adjust to the bad economic situation"
passing play, (American football) a play that involves one player throwing the ball to a teammate; "the coach sent in a passing play on third and long"
fertilize, make fertile or productive; "The course fertilized her imagination"
yesterday, the day immediately before today; "it was in yesterday's newspapers"
elected official, official who won the office in a free election
fertilize, provide with fertilizers or add nutrients to; "We should fertilize soil if we want to grow healthy plants"
dung, fertilize or dress with dung; "you must dung the land"
papyrus, tall sedge of the Nile valley yielding fiber that served many purposes in historic times
be all and end all, the essential factor; the all-important element; the supreme aim; "profit is the be-all and end-all of business"
emulsify, cause to become an emulsion; make into an emulsion
bleach, make whiter or lighter; "bleach the laundry"
industrialize, develop industry; become industrial; "The nations of South East Asia will quickly industrialize and catch up with the West"
sentimentalization, the act of indulging in sentiment
hematology, the branch of medicine that deals with diseases of the blood and blood-forming organs
trade, a particular instance of buying or selling; "it was a package deal"; "I had no further trade with him"; "he's a master of the business deal"
heaver, a workman who heaves freight or bulk goods (especially at a dockyard)
citify, accustom to urban ways; "Immigration will citify the country?"
stack, an orderly pile
reappear, appear again; "The sores reappeared on her body"; "Her husband reappeared after having left her years ago"
sexuality, the properties that distinguish organisms on the basis of their reproductive roles; "she didn't want to know the sex of the foetus"
state of qatar, an Arab country on the peninsula of Qatar; achieved independence from the United Kingdom in 1971; the economy is dominated by oil
umbrella pine, medium-sized two-needled pine of southern Europe having a spreading crown; widely cultivated for its sweet seeds that resemble almonds
set apart, set apart from others; "The dentist sequesters the tooth he is working on"
order erysiphales, saprophytic and parasitic fungi that live on plants
squirt, cause to come out in a squirt; "the boy squirted water at his little sister"
insulate, protect from heat, cold, or noise by surrounding with insulating material; "We had his bedroom insulated before winter came"
polymorphism, (biology) the existence of two or more forms of individuals within the same animal species (independent of sex differences)
radix, (numeration system) the positive integer that is equivalent to one in the next higher counting place; "10 is the radix of the decimal system"
debase, lower in value by increasing the base-metal content
maculate, spot, stain, or pollute; "The townspeople defiled the river by emptying raw sewage into it"
wolframite, a mineral consisting of iron and manganese tungstate in crystalline form; the principal ore of tungsten; found in quartz veins associated with granitic rocks
foul, make unclean; "foul the water"
unionize, form or join a union; "The auto workers decided to unionize"
task, a specific piece of work required to be done as a duty or for a specific fee; "estimates of the city's loss on that job ranged as high as a million dollars"; "the job of repairing the engine took several hours"; "the endless task of classifying the samples"; "the farmer's morning chores"
quantify, use as a quantifier
linolic acid, a liquid polyunsaturated fatty acid abundant in plant fats and oils; a fatty acid essential for nutrition; used to make soap
simple sugar, a sugar (like sucrose or fructose) that does not hydrolyse to give other sugars; the simplest group of carbohydrates
pharyngeal reflex, normal reflex consisting of retching; may be produced by touching the soft palate in the back of the mouth
terra firma, the solid part of the earth's surface; "the plane turned away from the sea and moved back over land"; "the earth shook for several minutes"; "he dropped the logs on the ground"
strip, remove substances from by a percolating liquid; "leach the soil"
seats, an area that includes places where several people can sit; "there is seating for 40 students in this classroom"
stretch, corrupt, debase, or make impure by adding a foreign or inferior substance; often by replacing valuable ingredients with inferior ones; "adulterate liquor"
polarize, cause to vibrate in a definite pattern; "polarize light waves"
polarize, cause to concentrate about two conflicting or contrasting positions
indication, something that serves to indicate or suggest; "an indication of foul play"; "indications of strain"; "symptoms are the prime indicants of disease"
gourmet, a person devoted to refined sensuous enjoyment (especially good food and drink)
largemouth bass, flesh of largemouth bass
parentage, the kinship relation of an offspring to the parents
strip, thin piece of wood or metal
shag rug, a rug with long pile
confuse, mistake one thing for another; "you are confusing me with the other candidate"; "I mistook her for the secretary"
osculator, someone who kisses
kinesthesia, the perception of body position and movement and muscular tensions etc
harmonize, bring (several things) into consonance or relate harmoniously; "harmonize the different interests"
harmonize, bring into consonance, harmony, or accord while making music or singing
transparently, equip with armed and armored motor vehicles; "mechanize armies"   so as to be easily understood or seen through; "his transparently lucid prose"; "his transparently deceitful behavior"
sea scorpion, marine fishes having a tapering body with an armored head and venomous spines
guadalcanal, a battle in World War II in the Pacific (1942-1943); the island was occupied by the Japanese and later recaptured by American forces
trotting horse, a horse trained to trot; especially a horse trained for harness racing
vest, clothe formally; especially in ecclesiastical robes
vitiate, make imperfect; "nothing marred her beauty"
deform, become misshapen; "The sidewalk deformed during the earthquake"
garrison, the troops who maintain and guard a fortified place
draw, contract; "The material drew after it was washed in hot water"
solea, type genus of the Soleidae
spiritualize, purify from the corrupting influences of the world; "During his stay at the ashram he was spiritualized"
purge, rid of impurities; "purge the water"; "purge your mind"
contestant, a person who participates in competitions
obliterate, do away with completely, without leaving a trace
oblige, force somebody to do something; "We compel all students to fill out this form"
tan, a browning of the skin resulting from exposure to the rays of the sun
uncovering, the removal of covering
turkey, large gallinaceous bird with fan-shaped tail; widely domesticated for food
decimate, kill one in every ten, as of mutineers in Roman armies
summon, make ready for action or use; "marshal resources"
market, make commercial; "Some Amish people have commercialized their way of life"
nullify, make ineffective by counterbalancing the effect of; "Her optimism neutralizes his gloom"; "This action will negate the effect of my efforts"
neutralize, make chemically neutral; "She neutralized the solution"
coating, a heavy fabric suitable for coats
reorient, set or arrange in a new or different determinate position; "Orient the house towards the South"
normalize, become normal or return to its normal state; "Let us hope that relations with this country will normalize soon"
previous question, a motion calling for an immediate vote on the main question under discussion by a deliberative assembly
watch, a small portable timepiece
integrate, make into a whole or make part of a whole; "She incorporated his suggestions into her proposal"
splay, move out of position; "dislocate joints"; "the artificial hip joint luxated and had to be put back surgically"
plumb, adjust with a plumb line so as to make vertical
collimate, adjust the line of sight of (an optical instrument)
nutmeg hickory, hickory of southern United States and Mexico having hard nutmeg-shaped nuts
synchronize, cause to indicate the same time or rate; "synchronize your watches"
address, adjust and aim (a golf ball) at in preparation of hitting
ritual dancing, a dance that is part of a religious ritual
squelch, suppress or crush completely; "squelch any sign of dissent"; "quench a rebellion"
plethodon, type genus of the Plethodontidae
still, cause to be quiet or not talk; "Please silence the children in the church!"
riding breeches, flared trousers ending at the calves; worn with riding boots
hush, become quiet or still; fall silent; "hush my baby!"
ingesta, solid and liquid nourishment taken into the body through the mouth
parrot, usually brightly colored zygodactyl tropical birds with short hooked beaks and the ability to mimic sounds
lodging, structures collectively in which people are housed
pisum sativum, plant producing peas usually eaten fresh rather than dried
hold up, cause to be slowed down or delayed; "Traffic was delayed by the bad weather"; "she delayed the work that she didn't want to perform"
reduviid, a true bug: long-legged predacious bug living mostly on other insects; a few suck blood of mammals
rush, act or move at high speed; "We have to rush!"; "hurry--it's late!"
rush, urge to an unnatural speed; "Don't rush me, please!"
ivy league, a league of universities and colleges in the northeastern United States that have a reputation for scholastic achievement and social prestige
work, cause to undergo fermentation; "We ferment the grapes for a very long time to achieve high alcohol content"; "The vintner worked the wine in big oak vats"
sleepily, change from a liquid to a thickened or solid state; "coagulated blood"   completely unclothed; "bare bodies"; "naked from the waist up"; "a nude model"   in a sleepy manner; "the two children who were snuggled sleepily in the back of the car"
welding, fastening two pieces of metal together by softening with heat and applying pressure
river horse, massive thick-skinned herbivorous animal living in or around rivers of tropical Africa
thin, relatively thin in consistency or low in density; not viscous; "air is thin at high altitudes"; "a thin soup"; "skimmed milk is much thinner than whole milk"; "thin oil"
homogenize, cause to become equal or homogeneous as by mixing; "homogenize the main ingredients"
consort, the husband or wife of a reigning monarch
match, make correspond or harmonize; "Match my sweater"
complement, make complete or perfect; supply what is wanting or form the complement to; "I need some pepper to complement the sweet touch in the soup"
sluice, irrigate with water from a sluice; "sluice the earth"
counterterrorist, someone who attempts to prevent terrorism
fluxion, a flow or discharge
flush, cause to flow or flood with or as if with water; "flush the meadows"
propitiation, the act of atoning for sin or wrongdoing (especially appeasing a deity)
impulsion, a force that moves something along
family amaranthaceae, cosmopolitan family of herbs and shrubs
drain, empty of liquid; drain the liquid from; "We drained the oil tank"
people, fill with people; "Stalin wanted to people the empty steppes"
benefact, help as a benefactor; "The father benefacted his daughter in more ways than she was aware of"
running blackberry, any of several trailing blackberry brambles especially of North America
wild ginger, low-growing perennial herb with pungent gingery leaves and rhizomes
sapsucker, small American woodpecker that feeds on sap from e.g. apple and maple trees
saxifrage family, a large and diverse family of evergreen or deciduous herbs; widely distributed in northern temperate and cold regions; sometimes includes genera of the family Hydrangeaceae
fade out, become weaker; "The sound faded out"
paper, a daily or weekly publication on folded sheets; contains news and articles and advertisements; "he read his newspaper at breakfast"
respite, the act of reprieving; postponing or remitting punishment
solvate, cause a solvation in (a substance)
artemisia, any of various composite shrubs or herbs of the genus Artemisia having aromatic green or greyish foliage
solvate, undergo solvation or convert into a solvate
white race, a light-skinned race
crystallize, cause to form crystals or assume crystalline form; "crystallize minerals"
pine family, a family of Pinaceae
solidify, make solid or more solid; cause to solidify
switch, a flexible implement used as an instrument of punishment
try, melt (fat or lard) in order to separate out impurities; "try the yak butter"; "render fat in a casserole"   in a rotational manner; "the required influence lines are found by subjecting the model to small displacements horizontally, vertically and rotationally"
tarwood, New Zealand silver pine of conical habit with long slender flexuous branches; adapted to cold wet summers and high altitudes
run, reduce or cause to be reduced from a solid to a liquid state, usually by heating; "melt butter"; "melt down gold"; "The wax melted in the sun"
liquify, become liquid or fluid when heated; "the frozen fat liquefied"
tweezer, a hand tool for holding consisting of a compound lever for grasping
indurate, become hard or harder; "The wax hardened"
norse deity, a deity worshipped by the ancient Norsemen
truelove, a person loved by another person
refrigerate, cool or chill in or as if in a refrigerator; "refrigerate this medicine"
slow up, become slow or slower; "Production slowed"
nineties, the time of life between 90 and 100
protease inhibitor, an antiviral drug used against HIV; interrupts HIV replication by binding and blocking HIV protease; often used in combination with other drugs
speed up, move faster; "The car accelerated"
municipality, people living in a town or city having local self-government
specialize, become more focus on an area of activity or field of study; "She specializes in Near Eastern history"
writing system, a method of representing the sounds of a language by written or printed symbols
radiate, spread into new habitats and produce variety or variegate; "The plants on this island diversified"
research, a search for knowledge; "their pottery deserves more research than it has received"
thrift, extreme care in spending money; reluctance to spend money unnecessarily
floral leaf, a modified leaf that is part of a flower
go down, stop operating; "My computer crashed last night"; "The system goes down at least once a week"
invaginate, fold inwards; "some organs can invaginate"
magnify, increase in size, volume or significance; "Her terror was magnified in her mind"
tulipa, Eurasian perennial bulbous herbs
copepod crustacean, minute marine or freshwater crustaceans usually having six pairs of limbs on the thorax; some abundant in plankton and others parasitic on fish
wax, go up or advance; "Sales were climbing after prices were lowered"
slump, fall heavily or suddenly; decline markedly; "The real estate market fell off"
self-indulgence, an inability to resist the gratification of whims and desires
nearness, the spatial property resulting from a relatively small distance; "the sudden closeness of the dock sent him into action"
straighten, make straight or straighter; "Straighten this post"; "straighten hair"
wane, grow smaller; "Interest in the project waned"
thicken, make thick or thicker; "Thicken the sauce"; "inspissate the tar so that it becomes pitch"
padding, artifact consisting of soft or resilient material used to fill or give shape or protect or add comfort
devisal, the act of devising something
corporation, a business firm whose articles of incorporation have been approved in some state
launching site, a place for launching pads
condiment, a preparation (a sauce or relish or spice) to enhance flavor or enjoyment; "mustard and ketchup are condiments"
tamper, intrude in other people's affairs or business; interfere unwantedly; "Don't meddle in my affairs!"
cut, have a reducing effect; "This cuts into my earnings"
quench, reduce the degree of (luminescence or phosphorescence) in (excited molecules or a material) by adding a suitable substance
contract, compress or concentrate; "Congress condensed the three-year plan into a six-month plan"
skulker, someone waiting in concealment
vanish, get lost, as without warning or explanation; "He disappeared without a trace"
mississippian, from 345 million to 310 million years ago; increase of land areas; primitive ammonites; winged insects
shaddock, southeastern Asian tree producing large fruits resembling grapefruits
emerge, become known or apparent; "Some nice results emerged from the study"
slave, a person who is owned by someone
grid, an electrode placed between the cathode and anode of a vacuum tube to control the flow of electrons through the tube
flash, emit a brief burst of light; "A shooting star flashed and was gone"
hunan province, a province in southeastern central China between the Nan Ling mountains and the Chang Jiang; noted for its timber and valuable mineral resources
band, instrumentalists not including string players
turn up, appear or become visible; make a showing; "She turned up at the funeral"; "I hope the list key is going to surface again"
appear, come into sight or view; "He suddenly appeared at the wedding"; "A new star appeared on the horizon"
wither, lose freshness, vigor, or vitality; "Her bloom was fading"
lycia, an ancient region on the coast of southwest Asia Minor
remove, go away or leave; "He absented himself"
sense of hearing, the ability to hear; the auditory faculty; "his hearing was impaired"
slacken, make slack as by lessening tension or firmness
intransitivize, intransitivize; "removing the object will intransitivize the verbs"
size, sort according to size
scythia, an ancient area of Eurasia extending from the Black Sea to the Aral Sea that was populated by Scythians from the eighth to the fourth century BC
tighten, become tight or tighter; "The rope tightened"
trier, one (as a judge) who examines and settles a case
griselinia, evergreen shrubs of New Zealand and South America
wright, United States early feminist (born in Scotland) (1795-1852)
taste property, a property appreciated via the sense of taste
miniature, painting or drawing included in a book (especially in illuminated medieval manuscripts)
adjuration, a solemn and earnest appeal to someone to do something
relax, become loose or looser or less tight; "The noose loosened"; "the rope relaxed"
subvert, cause the downfall of; of rulers; "The Czar was overthrown"; "subvert the ruling class"
tighten up, restrict; "Tighten the rules"; "stiffen the regulations"
variety, a collection containing a variety of sorts of things; "a great assortment of cars was on display"; "he had a variety of disorders"; "a veritable smorgasbord of religions"
st. kitts, the largest of the islands comprising Saint Christopher-Nevis
right, (frequently plural) the interest possessed by law or custom in some intangible thing; "mineral rights"; "film rights"
million floating point operations per second, (computer science) a unit for measuring the speed of a computer system
match, make equal, uniform, corresponding, or matching; "let's equalize the duties among all employees in this office"; "The company matched the discount policy of its competitors"
even out, make even or more even
positioning, the act of putting something in a certain place
take root, become settled or established and stable in one's residence or life style; "He finally settled down"
settle, form a community; "The Swedes settled in Minnesota"
dislocate, put out of its usual place, position, or relationship; "The colonists displaced the natives"   arranged into categories
renting, the act of paying for the use of something (as an apartment or house or car)
relocate, move or establish in a new location; "We had to relocate the office because the rent was too high"
salmo, type genus of the Salmonidae: salmon and trout
yoga, a system of exercises practiced as part of the Hindu discipline to promote control of the body and mind
colonize, settle as colonists or establish a colony (in); "The British colonized the East Coast"
genus pogonia, small but widely distributed genus of orchids closely related to genus Cleistes;: of damp or boggy areas of north temperate zone
naturalize, make more natural or lifelike
yield, give over; surrender or relinquish to the physical control of another
privatize, change from governmental to private control or ownership; "The oil industry was privatized"
takeoff, the initial ascent of an airplane as it becomes airborne
denationalize, put under private control or ownership; "The steel industry was denationalized"
nationalize, put under state control or ownership; "Mitterand nationalized the banks"
civilize, raise from a barbaric to a civilized state; "The wild child found wandering in the forest was gradually civilized"
americanize, make American in character; "The year in the US has completely Americanized him"
modification, an event that occurs when something passes from one state or phase to another; "the change was intended to increase sales"; "this storm is certainly a change for the worse"; "the neighborhood had undergone few modifications since his last visit years ago"
europeanize, make (continental) European in customs, character, or ideas
communize, make Communist or bring in accord with Communist principles; "communize the government"
communize, make into property owned by the state; "The new government communized all banks"
kashmir, an area in southwestern Asia whose sovereignty is disputed between Pakistan and India
turn on, be contingent on; "The outcomes rides on the results of the election"; "Your grade will depends on your homework"
concentrate, make central; "The Russian government centralized the distribution of food"
provide, take measures in preparation for; "provide for the proper care of the passengers on the cruise ship"
set up, make ready or suitable or equip in advance for a particular purpose or for some use, event, etc; "Get the children ready for school!"; "prepare for war"; "I was fixing to leave town after I paid the hotel bill"
socialize, prepare for social life; "Children have to be socialized in school"
second cranial nerve, the cranial nerve that serves the retina
socialize, make conform to socialist ideas and philosophies; "Health care should be socialized!"
boxing equipment, equipment used in boxing
cram, prepare (students) hastily for an impending exam
mesh, coordinate in such a way that all parts work together effectively
organize, bring order and organization to; "Can you help me organize my files?"
chemical weapon, chemical substances that can be delivered using munitions and dispersal devices to cause death or severe harm to people and animals and plants
tremella, fungi with yellowish gelatinous sporophores having convolutions resembling those of the brain
river kasai, a river of southwestern Africa that rises in central Angola and flows east and then north (forming part of the border between Angola and Congo) and continuing northwest through Congo to empty into the Congo River on the border between Congo and Republic of the Congo
wretchedness, a state of ill-being due to affliction or misfortune; "the misery and wretchedness of those slums is intolerable"
pressurize, increase the pressure in or of; "The captain will pressurize the cabin for the passengers' comfort"
decompression, relieving pressure (especially bringing a compressed person gradually back to atmospheric pressure)
endocrine, of or belonging to endocrine glands or their secretions; "endocrine system"
rule, be larger in number, quantity, power, status or importance; "Money reigns supreme here"; "Hispanics predominate in this neighborhood"
vespertilio, a genus of Vespertilionidae
refine, make more precise or increase the discriminatory powers of; "refine a method of analysis"; "refine the constant in the equation"
refine, make more complex, intricate, or richer; "refine a design or pattern"
simplify, make simpler or easier or reduce in complexity or extent; "We had to simplify the instructions"; "this move will simplify our lives"
demagnetize, make nonmagnetic; take away the magnetic properties (of); "demagnetize the iron shavings"; "they degaussed the ship"   having the color of a ripe peach
achromatic colour, a color lacking hue; white or grey or black
magnetize, make magnetic; "The strong magnet magnetized the iron shavings"
